date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:01:30	99475/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Ocean_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Ocean_Compendium.html	(from http://18.218.198.100:8080/)
18:01:31	18774/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Amphibians_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Amphibians_Compendium.html	(from http://18.218.198.100:8080/)
18:01:31	19177/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Angels_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Angels_Compendium.html	(from http://18.218.198.100:8080/)
18:01:32	699620/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Region_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Region_Compendium.html	(from http://18.218.198.100:8080/)
18:01:32	187559/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Aberration_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Aberration_Compendium.html	(from http://18.218.198.100:8080/)
18:01:33	284890/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Aquatic_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Aquatic_Compendium.html	(from http://18.218.198.100:8080/)
18:01:34	18909/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Birds_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Birds_Compendium.html	(from http://18.218.198.100:8080/)
18:01:34	73886/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Artificial_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Artificial_Compendium.html	(from http://18.218.198.100:8080/)
18:01:35	18912/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Cursed_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Cursed_Compendium.html	(from http://18.218.198.100:8080/)
18:01:35	211509/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Chimeric_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Chimeric_Compendium.html	(from http://18.218.198.100:8080/)
18:01:38	19058/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Dinosaur_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Dinosaur_Compendium.html	(from http://18.218.198.100:8080/)
18:01:38	341326/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Demons_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Demons_Compendium.html	(from http://18.218.198.100:8080/)
18:01:40	136558/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Dragons_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Dragons_Compendium.html	(from http://18.218.198.100:8080/)
18:01:41	240931/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Elf_Dwarf_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Elf_Dwarf_Compendium.html	(from http://18.218.198.100:8080/)
18:01:45	361330/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Ghosts_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Ghosts_Compendium.html	(from http://18.218.198.100:8080/)
18:01:46	344081/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Goblinoid_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Goblinoid_Compendium.html	(from http://18.218.198.100:8080/)
18:01:55	820463/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Humans_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Humans_Compendium.html	(from http://18.218.198.100:8080/)
18:01:55	248129/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Insectoids_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Insectoids_Compendium.html	(from http://18.218.198.100:8080/)
18:01:58	404782/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Mammal_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Mammal_Compendium.html	(from http://18.218.198.100:8080/)
18:01:59	19463/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/OtherSapient_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/OtherSapient_Compendium.html	(from http://18.218.198.100:8080/)
18:01:59	224966/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Ogroid_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Ogroid_Compendium.html	(from http://18.218.198.100:8080/)
18:02:00	205591/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Plant_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Plant_Compendium.html	(from http://18.218.198.100:8080/)
18:02:02	274815/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Reptiles_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Reptiles_Compendium.html	(from http://18.218.198.100:8080/)
18:02:04	261870/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Undead_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Undead_Compendium.html	(from http://18.218.198.100:8080/)
18:02:05	62485/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Underground_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Underground_Compendium.html	(from http://18.218.198.100:8080/)
18:02:07	304821/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Compendiums/Monsters/Vampires_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/Monsters/Vampires_Compendium.html	(from http://18.218.198.100:8080/)
18:02:07	36671/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Print/TimeTable_Print.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Print/TimeTable_Print.html	(from http://18.218.198.100:8080/)
18:02:08	83452/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Print/GMStatus_Print.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Print/GMStatus_Print.html	(from http://18.218.198.100:8080/)
18:02:09	33632/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Combat%20Calculator/combatCalculator.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Combat%20Calculator/combatCalculator.html	(from http://18.218.198.100:8080/)
18:02:14	107745/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Combat%20Calculator/combatCalculator2.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Combat%20Calculator/combatCalculator2.html	(from http://18.218.198.100:8080/)
18:02:14	4332/4332	---M--	200	added ('OK')	text/plain		http://18.218.198.100:8080/Content/Compendiums/monsternotes.txt	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Compendiums/monsternotes.txt	(from http://18.218.198.100:8080/)
18:02:14	45643/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Print/Settlements/ArcadiaCity.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Print/Settlements/ArcadiaCity.html	(from http://18.218.198.100:8080/)
18:02:14	42390/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Print/Settlements/ColdrockCity.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Print/Settlements/ColdrockCity.html	(from http://18.218.198.100:8080/)
18:02:22	20563/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Print/Carrier_Print.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Print/Carrier_Print.html	(from http://18.218.198.100:8080/)
18:02:22	88952/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Print/Abilities_Print.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Print/Abilities_Print.html	(from http://18.218.198.100:8080/)
18:02:23	13563/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Print/Inventory_Print.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Print/Inventory_Print.html	(from http://18.218.198.100:8080/)
18:02:23	55607/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Print/Character_Print.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Print/Character_Print.html	(from http://18.218.198.100:8080/)
18:02:31	81772/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Print/Items_Print.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Print/Items_Print.html	(from http://18.218.198.100:8080/)
18:02:31	91094/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Print/MonsterStatusCard_Print.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Print/MonsterStatusCard_Print.html	(from http://18.218.198.100:8080/)
18:02:47	112391/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Print/Monsters_Print.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Print/Monsters_Print.html	(from http://18.218.198.100:8080/)
18:02:47	39923/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Print/NPCStatusCard_Print.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Print/NPCStatusCard_Print.html	(from http://18.218.198.100:8080/)
18:02:47	69138/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/Print/Regions_Print.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/Print/Regions_Print.html	(from http://18.218.198.100:8080/)
18:02:47	17956/-1	---M--	200	added ('OK')	text/html		http://18.218.198.100:8080/Content/X-Men/X-Men_Compendium.php	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Content/X-Men/X-Men_Compendium.html	(from http://18.218.198.100:8080/)
18:02:47	2374/2374	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/Stamina.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/Stamina.svg	(from http://18.218.198.100:8080/Content/Compendiums/Rule_Compendium.php)
18:02:48	7640/7640	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/HexagonW_1R.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/HexagonW_1R.svg	(from http://18.218.198.100:8080/Content/Compendiums/Rule_Compendium.php)
18:02:48	5416/5416	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/Mobility_Black.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/Mobility_Black.svg	(from http://18.218.198.100:8080/Content/Compendiums/Rule_Compendium.php)
18:02:48	4649/4649	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/Hexagon_0.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/Hexagon_0.svg	(from http://18.218.198.100:8080/Content/Compendiums/Rule_Compendium.php)
18:02:49	2261/2261	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/RightArrow.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/RightArrow.svg	(from http://18.218.198.100:8080/Content/Compendiums/Rule_Compendium.php)
18:02:49	4593/4593	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/HandW.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/HandW.svg	(from http://18.218.198.100:8080/Content/Compendiums/Rule_Compendium.php)
18:02:49	2304/2304	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/ReturnArrow.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/ReturnArrow.svg	(from http://18.218.198.100:8080/Content/Compendiums/Rule_Compendium.php)
18:02:50	7632/7632	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/Hexagon_1R.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/Hexagon_1R.svg	(from http://18.218.198.100:8080/Content/Compendiums/Rule_Compendium.php)
18:02:50	5823/5823	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/Mobile.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/Mobile.svg	(from http://18.218.198.100:8080/Content/Compendiums/Rule_Compendium.php)
18:02:50	4543/4543	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/Hand.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/Hand.svg	(from http://18.218.198.100:8080/Content/Compendiums/Rule_Compendium.php)
18:02:51	4060/4060	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/Injured.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/Injured.svg	(from http://18.218.198.100:8080/Content/Compendiums/Rule_Compendium.php)
18:02:51	2204/2204	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/DownArrow.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/DownArrow.svg	(from http://18.218.198.100:8080/Content/Compendiums/Rule_Compendium.php)
18:02:51	6462/6462	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/skull_white.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/skull_white.svg	(from http://18.218.198.100:8080/Content/Compendiums/Rule_Compendium.php)
18:02:52	4570/4570	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/Hand_L.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/Hand_L.svg	(from http://18.218.198.100:8080/Content/Compendiums/Rule_Compendium.php)
18:02:52	4570/4570	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/Hand_R.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/Hand_R.svg	(from http://18.218.198.100:8080/Content/Compendiums/Rule_Compendium.php)
18:02:52	4658/4658	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/HexagonW_0.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/HexagonW_0.svg	(from http://18.218.198.100:8080/Content/Compendiums/Rule_Compendium.php)
18:02:53	4565/4565	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/HexagonW_1.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/HexagonW_1.svg	(from http://18.218.198.100:8080/Content/Compendiums/Rule_Compendium.php)
18:02:53	5129/5129	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/HexagonW_2.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/HexagonW_2.svg	(from http://18.218.198.100:8080/Content/Compendiums/Rule_Compendium.php)
18:02:53	5903/5903	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/HexagonW_3.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/HexagonW_3.svg	(from http://18.218.198.100:8080/Content/Compendiums/Rule_Compendium.php)
18:02:54	3060/3060	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/EWeight.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/EWeight.svg	(from http://18.218.198.100:8080/Content/Compendiums/Items_Compendium.php)
18:02:55	514715/514715	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/CardNote.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/CardNote.svg	(from http://18.218.198.100:8080/Content/Compendiums/Items_Compendium.php)
18:02:55	5895/5895	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/Hexagon_3.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/Hexagon_3.svg	(from http://18.218.198.100:8080/Content/Compendiums/Items_Compendium.php)
18:02:56	4556/4556	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/Hexagon_1.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/Hexagon_1.svg	(from http://18.218.198.100:8080/Content/Compendiums/Items_Compendium.php)
18:02:56	2471/2471	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/Blam_white.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/Blam_white.svg	(from http://18.218.198.100:8080/Content/Compendiums/Items_Compendium.php)
18:02:57	7619/7619	---M--	200	added ('OK')	image/svg+xml		http://18.218.198.100:8080/Resources/Art/Images/Hexagon_2R.svg	C:/Users/Kaboo/Documents/Warps-TT/Website/warps-2022-11-13/18.218.198.100_8080/Resources/Art/Images/Hexagon_2R.svg	(from http://18.218.198.100:8080/Content/Compendiums/Items_Compendium.php)
